payment_id,ride_id,amount,payment_date
P003808,R004582,20.97,2025-07-24
P003809,R000847,7.96,2025-11-21
P003810,R007225,15.65,2026-03-05
P003811,R009908,12.95,2025-05-18
P003812,R006650,19.65,2025-09-14
P003813,R024579,17.46,2024-12-19
P003814,R026551,20.94,2026-05-23
P003815,R005832,39.37,2025-01-24
P003816,R020451,8.82,2025-01-31
P003817,R011151,27.25,2026-04-19
P003818,R017134,28.14,2026-02-26
P003819,R009861,17.75,2025-10-10
P003820,R024222,13.7,2024-08-18
P003821,R009842,11.16,2026-03-30
P003822,R023321,12.46,2024-08-10
P003823,R020183,45.96,2025-08-28
P003824,R001456,25.97,2025-07-23
P003825,R007243,31.14,2024-07-09
P003826,R027237,17.04,2025-01-15
P003827,R008397,16.44,2025-10-09
P003828,R014411,20.23,2026-01-18
P003829,R015759,17.06,2025-05-20
P003830,R021852,25.01,2025-06-11
P003831,R008785,36.32,2025-04-27
P003832,R004707,15.7,2024-10-05
P003833,R017101,5.25,2025-05-10
P003834,R017402,24.91,2025-07-12
P003835,R002612,17.25,2026-01-04
P003836,R004675,17.93,2025-07-25
P003837,R011732,25.22,2026-02-16
P003838,R022920,6.33,2025-01-14
P003839,R024678,11.37,2025-03-24
P003840,R017019,8.02,2024-06-11
P003841,R019071,24.07,2025-06-26
P003842,R003657,24.28,2025-03-13
P003843,R017823,17.89,2026-01-13
P003844,R014917,12.74,2025-12-26
P003845,R020901,9.6,2024-01-23
P003846,R010582,18.57,2024-11-29
P003847,R009744,14.51,2025-11-25
P003848,R005195,6.75,2026-05-03
P003849,R019258,6.11,2025-02-11
P003850,R019351,34.47,2026-03-12
P003851,R010320,8.12,2026-01-06
P003852,R023690,18.64,2024-09-04
P003853,R017151,23.73,2025-10-28
P003854,R029306,16.08,2026-01-01
P003855,R020444,37.89,2025-03-15
P003856,R014175,24.11,2026-02-20
P003857,R029223,31.44,2026-02-05
P003858,R022233,21.06,2025-02-04
P003859,R025463,11.15,2025-04-05
P003860,R024000,39.72,2025-05-24
P003861,R024027,36.13,2025-10-18
P003862,R002307,20.15,2026-03-05
P003863,R016762,28.79,2025-11-17
P003864,R018872,17.12,2025-12-02
P003865,R029882,44.74,2025-05-26
P003866,R007151,25.65,2026-05-13
P003867,R020728,13.4,2025-04-03
P003868,R017783,11.19,2025-02-17
P003869,R004586,29.44,2025-09-18
P003870,R006934,31.54,2025-03-10
P003871,R008665,42.91,2025-06-03
P003872,R006374,33.46,2026-03-12
P003873,R027802,41.84,2024-07-13
P003874,R010659,31.68,2024-08-26
P003875,R000467,32.27,2025-05-10
P003876,R005308,21.8,2026-05-17
P003877,R021027,18.21,2025-05-17
P003878,R027708,6.22,2025-10-11
P003879,R014778,38.95,2024-08-05
P003880,R012295,34.72,2025-08-19
P003881,R020711,25.03,2025-01-21
P003882,R025778,34.2,2025-12-07
P003883,R006534,13.52,2024-08-22
P003884,R014991,9.42,2025-03-03
P003885,R015611,22.86,2024-10-11
P003886,R009930,12.65,2024-05-30
P003887,R015670,17.39,2025-12-08
P003888,R022419,19.43,2025-02-10
P003889,R010995,7.87,2024-08-26
P003890,R026188,35.27,2025-06-11
P003891,R006599,16.56,2025-09-24
P003892,R014694,24.5,2025-08-25
P003893,R003623,31.29,2025-03-20
P003894,R022005,33.84,2026-01-25
P003895,R013905,20.72,2025-06-14
P003896,R014304,13.89,2024-08-01
P003897,R011624,10.25,2024-10-10
P003898,R005321,19.66,2026-06-04
P003899,R019243,8.75,2024-03-12
P003900,R011885,28.71,2025-07-22
P003901,R007910,9.89,2024-12-18
P003902,R015523,27.9,2024-12-20
P003903,R028174,30.08,2025-03-07
P003904,R022409,12.04,2026-03-10
P003905,R024440,30.82,2025-12-21
P003906,R000425,18.34,2024-10-17
P003907,R029397,26.07,2025-11-12
P003908,R010243,17.23,2025-07-30
P003909,R016646,13.12,2025-04-11
P003910,R011720,13.95,2025-10-20
P003911,R022028,6.7,2025-03-07
P003912,R005087,31.89,2026-01-18
P003913,R015808,25.59,2025-07-09
P003914,R012117,7.3,2025-01-10
P003915,R002286,19.72,2026-04-18
P003916,R020520,33.53,2025-02-25
P003917,R018841,21.92,2024-11-30
P003918,R022978,21.01,2024-10-05
P003919,R010873,5.84,2025-09-04
P003920,R015866,5.69,2025-09-11
P003921,R004092,6.89,2025-06-17
P003922,R016791,24.31,2024-11-27
P003923,R022718,12.09,2025-12-12
P003924,R001956,18.95,2026-02-28
P003925,R013351,36.07,2025-08-29
P003926,R015989,42.45,2025-01-22
P003927,R028837,40.86,2025-02-07
P003928,R014244,33.5,2025-02-25
P003929,R012849,9.78,2024-05-29
P003930,R013795,23.37,2025-10-26
P003931,R025780,36.03,2025-08-23
P003932,R018019,7.84,2025-04-08
P003933,R027013,7.61,2025-11-17
P003934,R009659,24.95,2025-05-23
P003935,R005667,27.89,2026-05-09
P003936,R020018,11.68,2026-03-02
P003937,R010807,31.51,2025-03-03
P003938,R002020,23.31,2025-11-23
P003939,R006761,15.72,2025-11-27
P003940,R005304,20.01,2026-05-07
P003941,R006190,14.21,2026-04-07
P003942,R020330,30.65,2026-02-08
P003943,R006114,30.53,2026-03-15
P003944,R023408,37.04,2025-04-12
P003945,R020911,40.55,2026-01-02
P003946,R027853,15.04,2026-01-14
P003947,R024706,15.26,2025-04-06
P003948,R014164,22.67,2026-02-01
P003949,R029054,46.4,2024-02-03
P003950,R028385,10.73,2024-07-25
P003951,R017163,12.88,2025-03-13
P003952,R015342,19.3,2024-04-28
P003953,R008050,13.84,2024-06-12
P003954,R006662,31.59,2025-03-13
P003955,R018560,17.99,2025-04-10
P003956,R020382,33.44,2025-10-19
P003957,R001911,43.09,2025-06-23
P003958,R012208,27.36,2024-04-29
P003959,R015284,38.05,2024-10-27
P003960,R006689,18.64,2024-02-10
P003961,R023233,14.24,2024-11-18
P003962,R009128,8.64,2025-02-28
P003963,R025775,10.84,2025-12-10
P003964,R011717,29.79,2024-08-08
P003965,R019747,19.81,2025-12-12
P003966,R008670,33.49,2024-11-08
P003967,R009397,9.13,2025-09-28
P003968,R023648,15.22,2024-06-23
P003969,R021421,40.35,2025-01-08
P003970,R028285,43.6,2025-12-21
P003971,R024542,36.95,2024-12-09
P003972,R004207,27.93,2026-02-10
P003973,R011188,17.78,2025-03-27
P003974,R011680,21.71,2026-03-20
P003975,R024260,19.56,2025-08-16
P003976,R022320,25.25,2025-06-12
P003977,R003517,24.85,2025-07-05
P003978,R001928,36.03,2024-11-17
P003979,R017504,16.83,2026-04-01
P003980,R012169,25.35,2026-02-21
P003981,R012922,11.79,2025-09-10
P003982,R006113,32.23,2024-07-25
P003983,R026031,36.36,2026-03-25
P003984,R003847,30.8,2026-05-17
P003985,R015160,36.94,2025-10-29
P003986,R021144,21.72,2026-02-20
P003987,R020992,7.9,2025-08-23
P003988,R011194,28.43,2024-11-11
P003989,R024232,10.84,2025-01-31
P003990,R014140,11.15,2026-05-27
P003991,R026376,23.14,2025-06-01
P003992,R001658,19.18,2026-02-09
P003993,R017593,30.2,2026-03-10
P003994,R001285,32.97,2025-12-09
P003995,R013054,21.51,2026-01-27
P003996,R001495,7.28,2026-03-06
P003997,R017855,34.72,2025-04-04
P003998,R004405,32.33,2024-12-27
P003999,R000230,12.9,2026-03-28
P004000,R010707,5.39,2025-02-19
P004001,R023917,23.69,2026-04-02
P004002,R017716,15.59,2024-04-04
P004003,R022472,23.24,2025-12-29
P004004,R011184,14.06,2024-11-19
P004005,R003409,16.13,2025-10-16
P004006,R029318,30.32,2025-04-16
P004007,R017698,29.84,2024-05-19
P004008,R027242,14.53,2025-12-29
P004009,R029067,9.71,2025-01-08
P004010,R025386,26.91,2025-05-06
P004011,R024211,23.92,2024-09-23
P004012,R028092,32.99,2025-12-02
P004013,R010516,11.4,2025-10-11
P004014,R016210,20.16,2026-05-03
P004015,R016210,20.16,2026-05-03
P004016,R006254,38.18,2026-03-21
P004017,R020378,20.87,2026-02-04
P004018,R006415,15.66,2024-08-19
P004019,R021172,12.54,2026-04-15
P004020,R026961,24.39,2025-10-10
P004021,R021978,18.79,2025-09-24
P004022,R012321,10.61,2024-09-06
P004023,R005297,25.66,2024-07-01
P004024,R029660,42.01,2024-07-07
P004025,R003846,34.89,2026-01-13
P004026,R029618,13.96,2024-08-16
P004027,R014780,43.16,2025-08-07
P004028,R005180,10.76,2025-08-13
P004029,R023802,31.85,2026-02-09
P004030,R023378,12.03,2024-12-25
P004031,R027985,4.74,2026-03-01
P004032,R029284,10.34,2026-02-23
P004033,R029284,10.34,2026-02-23
P004034,R027134,21.23,2026-04-09
P004035,R029661,14.21,2024-03-24
P004036,R027715,18.59,2026-05-25
P004037,R004484,43.47,2024-10-30
P004038,R014210,14.01,2026-05-06
P004039,R019735,46.39,2025-11-21
P004040,R015376,33.23,2024-12-17
P004041,R022809,21.72,2024-09-26
P004042,R021627,21.05,2025-11-23
P004043,R010810,8.37,2026-04-11
P004044,R025825,26.15,2026-05-08
P004045,R026917,21.66,2025-11-16
P004046,R006926,19.89,2024-05-11
P004047,R008787,11.5,2026-03-04
P004048,R009589,6.58,2025-01-18
P004049,R013665,30.04,2026-02-19
P004050,R020472,13.33,2026-03-16
P004051,R003116,26.9,2024-05-20
P004052,R010988,10.79,2025-05-23
P004053,R022589,8.36,2026-06-11
P004054,R006267,12.51,2024-06-10
P004055,R027245,13.55,2026-06-09
P004056,R011903,29.55,2025-08-13
P004057,R002703,42.82,2025-01-11
P004058,R002604,6.99,2025-07-15
P004059,R009682,36.88,2024-07-04
P004060,R020524,17.48,2025-07-01
P004061,R001488,27.03,2024-09-06
P004062,R027067,21.7,2024-07-17
P004063,R019437,24.15,2025-12-17
P004064,R029344,18.53,2024-02-24
P004065,R014433,19.8,2026-06-05
P004066,R001919,26.12,2026-03-24
P004067,R010460,37.79,2025-09-11
P004068,R024377,21.52,2025-01-10
P004069,R017379,13.04,2025-10-22
P004070,R027027,43.57,2024-09-01
P004071,R027038,23.7,2025-08-02
P004072,R003656,15.32,2025-12-20
P004073,R003487,43.2,2024-10-08
P004074,R007763,11.56,2025-02-12
P004075,R025811,6.79,2025-12-31
P004076,R008629,22.18,2025-04-27
P004077,R027505,14.01,2025-04-05
P004078,R027734,33.23,2025-08-07
P004079,R018944,34.63,2025-11-23
P004080,R009969,9.1,2024-05-01
P004081,R002312,19.06,2024-09-25
P004082,R002494,7.29,2026-02-03
P004083,R029539,15.11,2025-11-10
P004084,R000331,10.7,2025-06-01
P004085,R007513,5.24,2026-03-07
P004086,R013542,15.85,2025-02-27
P004087,R026534,18.77,2025-05-27
P004088,R004318,15.92,2025-09-12
P004089,R027062,16.94,2025-10-08
P004090,R025465,31.41,2025-12-25
P004091,R006195,37.78,2025-05-17
P004092,R017229,16.32,2025-11-05
P004093,R012743,32.64,2025-08-30
P004094,R010329,5.82,2025-02-07
P004095,R012310,22.14,2026-04-02
P004096,R026486,17.13,2025-07-18
P004097,R006453,17.76,2024-07-10
P004098,R023876,11.98,2025-08-14
P004099,R011402,19.5,2025-10-26
P004100,R005252,34.31,2025-05-08
P004101,R000410,34.05,2025-12-30
P004102,R026028,26.99,2025-01-25
P004103,R027732,12.81,2026-03-24
P004104,R017777,38.84,2026-05-06
P004105,R028682,20.33,2024-09-20
P004106,R015958,20.72,2026-03-15
P004107,R026041,23.32,2026-04-27
P004108,R018218,22.93,2025-05-06
P004109,R027880,14.38,2025-10-30
P004110,R005682,10.46,2025-02-17
P004111,R024669,21.75,2026-03-15
P004112,R006858,7.28,2026-06-17
P004113,R003979,42.55,2025-10-30
P004114,R016311,33.96,2026-04-12
P004115,R028495,32.89,2025-04-10
P004116,R010206,36.21,2024-12-09
P004117,R027860,25.83,2025-04-26
P004118,R012268,28.38,2024-08-01
P004119,R008141,11.06,2025-10-28
P004120,R023514,9.47,2026-03-15
P004121,R017382,19.71,2025-12-07
P004122,R019471,5.01,2026-03-15
P004123,R007919,31.99,2025-09-14
P004124,R013160,38.88,2025-05-20
P004125,R017086,12.32,2025-09-13
P004126,R007490,5.61,2024-10-04
P004127,R009877,40.14,2026-01-27
P004128,R026765,22.92,2025-05-14
P004129,R001744,19.27,2025-08-28
P004130,R030211,8.57,2025-04-29
P004131,R013365,21.09,2025-09-07
P004132,R029100,42.81,2024-06-19
P004133,R007750,22.85,2024-05-26
P004134,R001692,17.49,2025-10-07
P004135,R009583,38.85,2025-03-26
P004136,R007544,37.55,2024-08-08
P004137,R025137,17.37,2026-04-29
P004138,R014128,10.39,2025-07-10
P004139,R018753,14.45,2026-03-19
P004140,R020844,28.66,2026-03-15
P004141,R000399,10.94,2025-03-01
P004142,R028069,25.43,2025-12-07
P004143,R027164,17.08,2025-10-08
P004144,R027256,30.27,2026-03-25
P004145,R003587,15.65,2026-03-05
P004146,R019304,19.09,2024-10-13
P004147,R001433,5.63,2025-03-30
P004148,R000463,16.94,2026-01-09
P004149,R026467,24.79,2026-04-06
P004150,R005788,33.6,2024-10-29
P004151,R023818,27.79,2026-02-22
P004152,R008179,10.23,2025-11-18
P004153,R001968,5.06,2024-10-10
P004154,R028101,5.57,2026-04-04
P004155,R017956,30.95,2025-01-15
P004156,R004005,22.04,2025-05-07
P004157,R010575,32.28,2024-11-07
P004158,R009194,32.98,2025-02-27
P004159,R001347,8.03,2025-07-19
P004160,R018493,37.97,2025-04-28
P004161,R006181,5.13,2025-08-02
P004162,R028790,27.04,2025-01-23
P004163,R004692,33.82,2025-03-26
P004164,R024445,40.62,2024-05-25
P004165,R000584,23.83,2024-12-03
P004166,R020064,21.04,2026-05-27
P004167,R014372,32.03,2024-08-08
P004168,R005657,10.61,2026-02-27
P004169,R027238,13.39,2026-03-05
P004170,R023819,11.67,2026-06-23
P004171,R011722,47.43,2025-10-22
P004172,R021543,12.93,2025-10-10
P004173,R000068,16.88,2024-11-24
P004174,R029423,20.99,2025-10-09
P004175,R013203,6.54,2024-03-07
P004176,R018623,15.25,2026-04-02
P004177,R020679,27.28,2025-10-08
P004178,R007836,16.78,2025-08-31
P004179,R018748,20.99,2024-06-03
P004180,R000471,21.57,2025-12-19
P004181,R014144,36.8,2025-04-14
P004182,R023163,12.75,2025-03-30
P004183,R019721,10.44,2025-10-09
P004184,R019951,39.02,2024-07-27
P004185,R011316,24.92,2025-07-29
P004186,R016702,17.99,2025-07-05
P004187,R007336,36.34,2024-08-31
P004188,R023102,20.46,2026-02-17
P004189,R006212,12.09,2024-06-06
P004190,R009995,26.6,2025-05-21
P004191,R000107,28.4,2024-07-27
P004192,R005813,14.07,2025-11-22
P004193,R007576,18.52,2025-02-22
P004194,R007082,12.11,2025-05-13
P004195,R022910,12.77,2024-11-24
P004196,R010030,24.35,2025-07-18
P004197,R017088,14.26,2025-06-12
P004198,R007274,5.46,2026-06-01
P004199,R012822,33.44,2024-04-11
P004200,R016992,5.84,2025-05-19
P004201,R016667,30.99,2025-02-11
P004202,R022382,32.06,2025-05-12
P004203,R021371,22.13,2025-04-02
P004204,R014178,23.7,2024-12-22
P004205,R011094,30.88,2026-03-08
P004206,R011201,29.76,2024-03-21
P004207,R017861,18.4,2024-09-21
P004208,R005456,33.41,2024-03-23
P004209,R019478,19.16,2026-03-28
P004210,R021612,34.99,2025-04-02
P004211,R012456,24.38,2026-01-19
P004212,R029270,10.99,2024-10-30
P004213,R022885,29.74,2025-04-24
P004214,R025223,38.14,2024-04-14
P004215,R018236,33.45,2025-10-18
P004216,R002567,42.25,2025-12-29
P004217,R019209,37.94,2024-11-21
P004218,R020576,30.08,2024-05-21
P004219,R013857,41.08,2025-08-05
P004220,R001044,19.78,2026-05-26
P004221,R023479,36.06,2026-06-11
P004222,R019325,35.12,2026-03-16
P004223,R024890,13.05,2024-06-12
P004224,R012707,15.59,2024-12-05
P004225,R022864,33.54,2025-09-30
P004226,R003913,14.32,2024-07-13
P004227,R029499,20.49,2026-03-04
P004228,R000019,27.18,2025-06-01
P004229,R004517,23.22,2024-11-06
P004230,R001319,38.02,2026-04-18
P004231,R005989,17.07,2024-03-17
P004232,R008995,21.56,2026-04-06
P004233,R017724,34.02,2025-04-22
P004234,R011895,12.21,2026-05-01
P004235,R003063,34.3,2026-05-05
P004236,R009773,28.44,2024-08-31
P004237,R017662,15.46,2025-02-14
P004238,R013638,22.33,2026-04-24
P004239,R012242,36.75,2025-06-11
P004240,R003540,21.97,2024-07-06
P004241,R001317,8.56,2025-01-07
P004242,R019871,22.22,2025-11-27
P004243,R019501,26.22,2024-06-05
P004244,R014208,12.03,2025-08-29
P004245,R010159,11.92,2025-06-16
P004246,R002117,40.46,2024-07-29
P004247,R019158,5.36,2025-05-21
P004248,R005907,8.14,2024-12-29
P004249,R024287,10.27,2025-06-26
P004250,R024086,12.49,2025-05-02
P004251,R008578,7.05,2024-08-27
P004252,R018178,30.79,2026-03-15
P004253,R020050,5.73,2026-05-04
P004254,R009643,29.41,2025-04-14
P004255,R010777,11.18,2025-12-17
P004256,R015017,18.53,2024-05-11
P004257,R015234,21.62,2025-11-22
P004258,R018759,13.5,2025-02-23
P004259,R020420,9.77,2025-10-14
P004260,R009480,22.91,2025-10-05
P004261,R007734,9.75,2025-06-01
P004262,R017602,22.58,2025-03-31
P004263,R010157,14.62,2024-05-19
P004264,R019454,37.99,2025-09-04
P004265,R028622,26.59,2024-08-10
P004266,R013520,11.72,2025-02-19
P004267,R000593,27.29,2025-11-28
P004268,R003491,38.21,2024-07-01
P004269,R011400,21.44,2025-07-08
P004270,R005267,21.95,2025-04-03
P004271,R008641,13.85,2026-02-17
P004272,R027566,28.3,2024-10-14
P004273,R021447,31.58,2024-12-19
P004274,R020014,27.52,2025-10-02
P004275,R024152,27.97,2025-11-24
P004276,R025500,18.25,2026-02-05
P004277,R024629,27.19,2026-04-09
P004278,R018075,32.72,2025-09-27
P004279,R022724,27.48,2026-04-03
P004280,R023736,21.29,2025-05-12
P004281,R017810,42.01,2025-07-21
P004282,R028444,21.61,2025-03-19
P004283,R000379,27.94,2026-05-24
P004284,R027520,34.55,2026-05-21
P004285,R012282,11.14,2025-12-09
P004286,R010034,4.71,2026-06-18
P004287,R026652,12.86,2026-05-12
P004288,R026943,10.35,2024-11-20
P004289,R009566,32.83,2024-09-13
P004290,R026692,23.36,2025-05-28
P004291,R022349,28.58,2025-02-20
P004292,R024351,9.42,2025-03-04
P004293,R014897,47.0,2025-02-16
P004294,R018497,41.39,2025-05-20
P004295,R025544,24.54,2024-05-14
P004296,R009223,10.88,2026-05-19
P004297,R008259,10.13,2025-01-03
P004298,R016281,5.51,2025-10-01
P004299,R029336,24.04,2026-04-11
P004300,R006982,18.85,2026-03-26
P004301,R028292,10.68,2025-10-25
P004302,R005349,38.03,2025-03-04
P004303,R015659,32.04,2025-01-21
P004304,R007149,22.48,2026-06-07
P004305,R017931,19.23,2024-12-04
P004306,R029484,19.28,2024-03-11
P004307,R001873,25.74,2026-05-05
P004308,R028870,12.41,2026-03-13
P004309,R001333,33.79,2025-05-25
P004310,R027306,8.2,2025-02-21
P004311,R006758,36.81,2025-12-29
P004312,R029285,19.1,2024-08-05
P004313,R001389,31.31,2025-01-09
P004314,R003325,7.01,2024-09-17
P004315,R000683,37.44,2025-05-04
P004316,R007845,32.63,2026-01-04
P004317,R018891,36.91,2026-01-17
P004318,R018489,15.97,2024-07-13
P004319,R014423,8.6,2026-01-11
P004320,R016681,30.93,2024-07-02
P004321,R023546,18.32,2025-02-19
P004322,R021537,35.48,2026-02-08
P004323,R025784,15.95,2024-10-17
P004324,R022625,6.46,2024-06-27
P004325,R002641,22.12,2024-11-26
P004326,R006109,36.45,2024-10-05
P004327,R013128,4.94,2025-06-07
P004328,R011729,15.41,2025-04-17
P004329,R029281,10.91,2025-09-17
P004330,R012358,28.02,2025-11-06
P004331,R003097,14.22,2024-03-02
P004332,R016504,19.15,2024-04-30
P004333,R027138,20.46,2025-04-09
P004334,R026684,21.81,2025-02-26
P004335,R010386,23.11,2025-07-21
P004336,R013629,29.3,2025-02-22
P004337,R018194,13.26,2026-04-07
P004338,R018965,19.48,2025-08-08
P004339,R026990,9.47,2026-02-16
P004340,R018685,26.8,2025-05-01
P004341,R027563,16.07,2025-11-14
P004342,R015098,10.23,2024-05-06
P004343,R001092,5.39,2025-12-08
P004344,R023001,13.25,2024-05-01
P004345,R005734,13.61,2026-04-25
P004346,R016812,38.27,2025-08-09
P004347,R016812,38.27,2025-08-09
P004348,R000813,21.32,2026-05-20
P004349,R029384,16.78,2025-04-13
P004350,R000402,7.84,2026-06-29
P004351,R022444,27.11,2026-03-15
P004352,R026874,27.79,2024-07-06
P004353,R024291,7.43,2026-05-05
P004354,R008358,13.35,2026-01-06
P004355,R025976,10.4,2025-12-07
P004356,R022354,16.81,2024-09-24
P004357,R007495,7.36,2025-09-20
P004358,R025349,14.63,2024-12-22
P004359,R020228,30.76,2025-08-05
P004360,R028140,19.98,2025-08-08
P004361,R000922,13.59,2025-07-06
P004362,R009789,32.97,2024-10-16
P004363,R019053,14.6,2025-12-12
P004364,R001572,6.32,2026-05-30
P004365,R001437,14.94,2024-10-12
P004366,R003554,23.89,2025-05-19
P004367,R028874,27.8,2025-01-03
P004368,R026129,9.6,2025-08-30
P004369,R006705,40.59,2025-01-31
P004370,R019725,8.96,2026-04-12
P004371,R014925,37.86,2024-05-21
P004372,R000505,26.39,2025-05-15
P004373,R020248,15.63,2026-05-29
P004374,R020598,8.6,2025-07-28
P004375,R028294,29.3,2025-01-12
P004376,R028683,21.57,2024-08-04
P004377,R013437,23.9,2025-06-09
P004378,R005595,30.51,2025-10-07
P004379,R026754,36.9,2025-08-27
P004380,R002299,34.26,2025-12-17
P004381,R025586,24.48,2025-04-09
P004382,R023315,14.29,2024-04-21
P004383,R006657,10.51,2026-06-16
P004384,R015913,16.56,2024-09-06
P004385,R005258,23.17,2025-02-07
P004386,R027226,34.64,2025-02-17
P004387,R017091,11.14,2024-11-17
P004388,R019636,13.86,2025-10-03
P004389,R019587,38.74,2024-07-31
P004390,R029239,25.23,2024-01-24
P004391,R018407,27.13,2025-01-20
P004392,R027663,6.9,2025-05-26
P004393,R018941,5.14,2024-07-09
P004394,R020545,19.36,2024-05-12
P004395,R020545,19.36,2024-05-12
P004396,R005324,15.33,2025-11-23
P004397,R014200,27.7,2025-10-31
P004398,R012167,32.46,2026-04-15
P004399,R017126,5.75,2026-05-12
P004400,R026063,22.94,2024-10-04
P004401,R019388,34.85,2026-04-06
P004402,R019042,6.4,2024-12-15
P004403,R016870,35.19,2025-04-12
P004404,R016289,6.18,2025-10-08
P004405,R020659,13.22,2025-12-07
P004406,R011325,28.12,2025-06-23
P004407,R029664,38.01,2026-02-23
P004408,R003369,23.42,2024-11-16
P004409,R001820,29.52,2025-10-08
P004410,R022558,26.58,2025-11-28
P004411,R019738,31.66,2024-12-17
P004412,R009658,26.95,2024-12-26
P004413,R027417,24.76,2026-03-29
P004414,R027991,21.7,2025-02-20
P004415,R023677,19.81,2026-02-20
P004416,R000270,35.79,2025-01-08
P004417,R000408,42.11,2025-05-29
P004418,R000408,42.11,2025-05-29
P004419,R016436,5.87,2024-10-02
P004420,R005238,36.25,2024-09-14
P004421,R026666,25.89,2025-09-09
P004422,R004504,31.82,2026-06-10
P004423,R028133,22.16,2024-06-08
P004424,R016879,10.54,2026-06-26
P004425,R019844,27.41,2026-05-04
P004426,R020488,17.35,2026-03-18
P004427,R019708,29.74,2025-06-08
P004428,R020870,22.86,2025-07-24
P004429,R027114,14.56,2025-08-20
P004430,R001023,28.24,2026-06-05
P004431,R009916,8.91,2025-03-18
P004432,R013216,24.81,2025-07-27
P004433,R026726,22.76,2026-06-04
P004434,R008588,41.96,2026-03-18
P004435,R029106,27.88,2024-04-08
P004436,R023055,13.78,2025-09-30
P004437,R014898,13.96,2024-12-26
P004438,R000339,34.8,2026-06-19
P004439,R000579,42.57,2026-02-15
P004440,R029441,32.62,2025-12-16
P004441,R023032,31.53,2025-03-22
P004442,R020716,22.87,2024-11-02
P004443,R022001,19.1,2024-11-26
P004444,R015489,21.36,2025-12-15
P004445,R018193,33.79,2026-05-27
P004446,R004480,30.12,2024-07-14
P004447,R014386,7.65,2025-02-26
P004448,R020099,38.45,2025-02-07
P004449,R025193,6.47,2026-02-02
P004450,R014065,36.85,2025-05-16
P004451,R019938,6.4,2024-12-22
P004452,R001948,22.29,2025-05-03
P004453,R027611,6.96,2025-12-14
P004454,R002711,21.74,2025-12-21
P004455,R028231,5.21,2024-05-15
P004456,R014155,43.9,2025-03-20
P004457,R012948,7.41,2025-09-21
P004458,R019007,41.04,2026-06-16
P004459,R006969,17.42,2025-03-10
P004460,R012636,18.34,2024-12-01
P004461,R006189,23.52,2026-01-13
P004462,R013623,6.98,2025-05-28
P004463,R009637,13.5,2025-05-29
P004464,R023801,14.84,2025-11-24
P004465,R016801,26.56,2025-09-04
P004466,R027330,37.72,2024-12-07
P004467,R000075,12.85,2026-02-07
P004468,R020810,21.11,2025-12-10
P004469,R028558,36.19,2025-07-31
P004470,R015829,6.02,2025-09-17
P004471,R011601,35.0,2025-12-28
P004472,R024826,36.76,2024-11-20
P004473,R011109,30.6,2026-01-18
P004474,R010134,8.96,2026-02-17
P004475,R027919,30.84,2024-07-01
P004476,R015756,23.4,2025-01-30
P004477,R001608,38.67,2025-10-09
P004478,R010936,9.35,2025-07-09
P004479,R018854,13.43,2024-07-27
P004480,R019055,31.59,2024-09-16
P004481,R024489,25.28,2025-10-22
P004482,R028432,11.09,2024-05-14
P004483,R014557,27.61,2024-08-25
P004484,R001411,31.6,2024-10-17
P004485,R005052,42.94,2024-07-17
P004486,R012065,22.51,2026-02-26
P004487,R000445,6.68,2025-01-12
P004488,R009394,32.36,2026-06-01
P004489,R006820,27.59,2025-12-19
P004490,R020789,35.39,2025-12-02
P004491,R014232,31.03,2024-04-25
P004492,R023796,39.92,2026-06-17
P004493,R006268,24.55,2026-01-28
P004494,R026051,29.26,2026-03-12
P004495,R019822,21.76,2024-11-25
P004496,R017809,42.17,2025-02-02
P004497,R004250,28.32,2025-07-23
P004498,R015389,24.31,2025-04-06
P004499,R015030,23.94,2024-09-13
P004500,R024169,39.33,2026-04-12
P004501,R008757,7.63,2026-06-09
P004502,R002565,37.24,2025-12-14
P004503,R011008,43.8,2024-10-06
P004504,R021124,14.03,2025-03-12
P004505,R010084,29.77,2024-12-09
P004506,R021870,8.49,2026-04-07
P004507,R008856,15.4,2026-05-12
P004508,R015699,15.95,2024-03-26
P004509,R025472,21.35,2025-10-29
P004510,R013226,33.19,2025-04-08
P004511,R023096,5.25,2025-05-17
P004512,R011392,10.95,2025-08-08
P004513,R000845,30.55,2025-05-03
P004514,R004453,29.24,2026-03-18
P004515,R013845,22.13,2025-06-14
P004516,R003060,30.8,2025-10-24
P004517,R019896,39.12,2026-05-19
P004518,R021766,40.27,2024-06-11
P004519,R007447,25.8,2025-10-31
P004520,R023158,36.62,2025-06-29
P004521,R029020,29.42,2024-11-12
P004522,R007812,37.88,2024-07-24
P004523,R021228,32.67,2025-10-11
P004524,R000117,22.2,2025-07-24
P004525,R004000,5.94,2025-11-14
P004526,R016547,21.61,2024-08-31
P004527,R012992,34.33,2026-04-11
P004528,R004699,13.18,2024-12-07
P004529,R023976,12.68,2025-04-23
P004530,R015238,37.72,2025-08-28
P004531,R002609,37.22,2025-09-24
P004532,R014052,46.52,2025-02-05
P004533,R024724,11.71,2025-04-13
P004534,R025918,12.47,2025-03-16
P004535,R009399,7.27,2025-01-27
P004536,R016749,4.78,2025-05-12
P004537,R014516,40.22,2025-07-03
P004538,R010283,26.02,2025-01-26
P004539,R020709,24.92,2026-03-29
P004540,R021405,16.89,2026-04-22
P004541,R025840,10.84,2024-10-18
P004542,R001974,25.05,2025-04-04
