ride_id,user_id,ride_date,city,distance_km,fare_amount,payment_method,status
R000512,U00384,2024-12-07,Berlin,17.4,29.49,paypal,completed
R022771,U01890,2024-12-24,Hamburg,15.4,20.84,cash,completed
R025028,U00465,2025-08-02,Munich,6.3,11.03,card,completed
R017750,U01272,2025-04-07,Munich,5.6,9.86,paypal,completed
R006861,U01132,2024-07-20,Hamburg,18.7,30.13,cash,completed
R013567,U00143,2026-01-10,Cologne,6.7,11.88,card,completed
R020981,U00270,2025-11-05,Hamburg,15.8,24.58,cash,completed
R023961,U00213,2025-04-20,Berlin,6.9,12.15,card,completed
R004931,U00161,2024-10-03,Hamburg,26.1,36.74,apple_pay,completed
R026915,U01859,2025-09-21,Frankfurt,21.7,30.41,card,completed
R000301,U00946,2025-03-23,Berlin,1.1,4.73,card,completed
R021088,U00928,2024-06-10,Munich,22.6,32.89,cash,completed
R002321,U01792,2025-08-26,Berlin,15.5,3.59,paypal,cancelled
R007444,U01773,2025-10-02,Munich,9.9,16.1,apple_pay,completed
R001980,U00686,2025-05-25,Frankfurt,9.4,17.87,paypal,completed
R000578,U01990,2025-07-29,Munich,19.8,27.04,card,completed
R002987,U00653,2025-05-05,Munich,2.7,7.49,apple_pay,completed
R018182,U00405,2024-04-24,Hamburg,20.3,35.66,paypal,completed
R013019,U01518,2026-01-18,Cologne,25.4,41.37,cash,completed
R009786,U00223,2025-10-15,Hamburg,18.7,24.42,apple_pay,completed
R024040,U01935,2026-03-15,Cologne,24.6,30.95,cash,completed
R008130,U00361,2025-12-16,Munich,13.3,23.84,paypal,completed
R020787,U00443,2025-04-24,Hamburg,18.1,1.72,card,cancelled
R014035,U00498,2025-11-13,Munich,13.7,1.5,cash,cancelled
R005239,U01937,2025-09-06,Munich,21.4,36.54,cash,completed
R005533,U00273,2025-08-03,Munich,23.2,33.31,apple_pay,completed
R005935,U00435,2025-01-11,Munich,26.9,41.97,paypal,completed
R028097,U01389,2025-10-04,Munich,17.6,25.83,cash,completed
R008163,U00136,2025-10-02,Frankfurt,14.2,25.68,paypal,completed
R021774,U00888,2026-02-01,Munich,10.2,17.21,apple_pay,completed
R028776,U01984,2025-12-05,Hamburg,5.1,9.49,apple_pay,completed
R008789,U00750,2024-05-17,Berlin,6.7,12.29,card,completed
R014202,U01328,2025-03-14,Berlin,1.8,5.69,card,completed
R014229,U01317,2024-11-17,Cologne,2.0,6.66,cash,completed
R015387,U00315,2024-12-25,Berlin,2.0,6.22,paypal,completed
R001644,U01503,2026-01-27,Hamburg,3.4,8.63,cash,completed
R017290,U00116,2026-01-14,Munich,15.7,27.36,cash,completed
R027179,U01360,2026-01-07,Berlin,2.7,7.74,card,completed
R011100,U00431,2025-01-02,Frankfurt,19.2,27.31,apple_pay,completed
R022015,U01293,2025-05-03,Hamburg,15.4,24.39,card,completed
R010231,U01961,2026-01-01,Berlin,15.8,23.78,card,completed
R029297,U01828,2026-06-08,Cologne,9.5,14.61,card,completed
R007325,U01824,2025-08-02,Munich,15.2,25.61,cash,completed
R028615,U01726,2025-06-05,Cologne,15.7,28.38,card,completed
R013179,U01353,2026-03-01,Frankfurt,24.2,30.78,paypal,completed
R026554,U01028,2024-12-27,Berlin,21.9,-37.83,apple_pay,completed
R016213,U00189,2025-07-04,Berlin,7.7,12.11,paypal,completed
R020920,U01689,2025-05-25,Frankfurt,6.0,10.88,paypal,completed
R019263,U00772,2025-11-08,Frankfurt,11.9,16.92,paypal,completed
R025422,U01427,2024-10-29,Frankfurt,14.7,24.47,cash,completed
R015011,U00349,2024-06-25,Hamburg,25.0,34.74,cash,completed
R015368,U01807,2025-12-24,Frankfurt,25.8,40.02,paypal,completed
R025686,U00960,2025-03-03,Munich,13.3,19.97,paypal,completed
R024723,U00320,2024-08-24,Berlin,12.8,18.3,card,completed
R007991,U00377,2024-09-08,Frankfurt,8.0,14.89,apple_pay,completed
R012379,U01560,2025-05-04,Hamburg,7.1,11.77,apple_pay,completed
R024979,U01367,2024-09-05,Frankfurt,8.0,14.86,apple_pay,completed
R012614,U01537,2025-10-09,Berlin,15.5,20.71,cash,completed
R008126,U00948,2024-11-01,Berlin,17.5,28.54,paypal,completed
R022080,U00828,2026-05-04,Berlin,11.9,20.93,card,completed
R018754,U00780,2024-11-02,Hamburg,24.4,34.67,paypal,completed
R000561,U01626,2026-04-10,Frankfurt,26.6,34.93,apple_pay,completed
R021735,U01345,2026-01-09,Frankfurt,14.7,26.57,paypal,completed
R025506,U00184,2025-10-06,Berlin,8.8,17.18,card,completed
R022662,U01838,2024-02-01,Hamburg,10.3,16.76,apple_pay,completed
R025466,U00547,2026-03-08,Munich,1.3,5.51,apple_pay,completed
R013501,U01769,2024-10-16,Berlin,20.5,27.97,apple_pay,completed
R026245,U00763,2025-11-17,Frankfurt,5.0,10.83,apple_pay,completed
R016293,U00242,2025-10-28,Hamburg,,22.46,apple_pay,completed
R028229,U00995,2025-11-02,Cologne,26.3,40.37,paypal,completed
R000605,U01572,2024-12-29,Frankfurt,2.7,7.08,cash,completed
R012031,U00470,2026-05-15,Hamburg,21.1,29.16,cash,completed
R012909,U01482,2025-03-29,Munich,13.0,20.16,card,completed
R025667,U00383,2024-11-29,Munich,24.9,37.27,cash,completed
R008587,U00432,2026-04-09,Berlin,5.6,11.66,paypal,completed
R001780,U00549,2026-01-15,Hamburg,14.2,21.19,apple_pay,completed
R010006,U00635,2026-03-08,Munich,10.6,15.59,paypal,completed
R016781,U00852,2024-12-05,Frankfurt,6.9,12.96,cash,completed
R018070,U01793,2025-09-13,Berlin,1.1,5.05,card,completed
R014881,U00957,2025-08-05,Hamburg,19.5,28.11,apple_pay,completed
R003989,U01291,2024-09-24,Cologne,9.5,14.41,apple_pay,completed
R007194,U00645,2024-08-21,Cologne,24.8,0.62,card,cancelled
R007894,U00700,2026-04-04,Berlin,25.9,37.93,cash,completed
R001610,U01326,2024-01-22,Berlin,18.3,24.78,cash,completed
R013835,U00555,2024-11-05,Cologne,21.9,31.43,card,completed
R018617,U00428,2025-12-25,Hamburg,27.8,38.35,cash,completed
R026798,U01044,2025-10-23,Cologne,2.8,7.86,card,completed
R001708,U00529,2025-05-25,Munich,27.1,43.43,card,completed
R015116,U00963,2025-12-12,Cologne,27.8,46.65,card,completed
R016981,U01487,2024-10-28,Munich,4.4,9.79,paypal,completed
R008048,U01478,2025-12-02,Frankfurt,18.9,27.46,card,completed
R019355,U00257,2025-01-08,Munich,11.2,18.78,cash,completed
R018991,U00895,2025-11-20,Munich,14.8,25.4,apple_pay,completed
R007012,U01464,2026-04-12,Frankfurt,9.5,16.1,card,completed
R007153,U00344,2025-04-06,Frankfurt,14.2,25.1,cash,completed
R008728,U00090,2025-03-10,Berlin,2.5,7.11,cash,completed
R027694,U00886,2025-11-26,Berlin,6.2,13.2,apple_pay,completed
R014417,U00575,2026-03-25,Berlin,17.3,27.68,card,completed
R000022,U01841,2025-07-03,Berlin,11.2,0.26,paypal,cancelled
R025839,U01776,2024-06-06,Frankfurt,10.1,18.16,apple_pay,completed
R030245,U09262,2025-08-16,Frankfurt,13.2,20.66,card,completed
R029626,U00697,2025-05-20,Frankfurt,21.6,37.34,apple_pay,completed
R013123,U00473,2024-10-25,Berlin,14.5,24.05,card,completed
R015503,U00655,2024-12-05,Cologne,24.4,39.84,paypal,completed
R002294,U00289,2024-06-22,Munich,8.0,13.98,cash,completed
R014247,U01990,2025-03-10,Munich,10.8,3.07,card,cancelled
R002821,U00374,2024-12-02,Berlin,3.3,7.94,card,completed
R019552,U00088,2024-04-23,Berlin,19.8,26.81,paypal,completed
R026602,U00082,2026-02-25,Frankfurt,11.3,15.96,paypal,completed
R002367,U01680,2025-08-06,Munich,27.9,40.56,paypal,completed
R023157,U01868,2026-03-21,Berlin,6.8,11.92,card,completed
R027121,U01943,2025-12-11,Cologne,20.8,27.97,cash,completed
R005725,U00501,2025-12-13,Berlin,15.0,25.71,card,completed
R026998,U00401,2026-01-06,Hamburg,7.7,14.66,apple_pay,completed
R023402,U00414,2025-09-13,Berlin,9.6,16.99,card,completed
R000493,U00280,2025-09-11,Berlin,10.9,0.49,apple_pay,cancelled
R016192,U01446,2025-10-11,Munich,13.0,24.04,paypal,completed
R005947,U01413,2025-03-27,Cologne,18.2,31.25,cash,completed
R025882,U01310,2025-12-22,Frankfurt,6.6,2.72,paypal,cancelled
R019080,U00624,2025-03-25,Berlin,12.6,17.5,cash,completed
R016499,U00229,2025-02-17,Frankfurt,16.7,29.75,card,completed
R015213,U01685,2025-02-09,Munich,3.8,7.86,apple_pay,completed
R007501,U00613,2025-06-06,Cologne,14.7,24.01,paypal,completed
R009097,U01509,2024-10-04,Hamburg,18.0,30.08,paypal,completed
R020541,U01520,2024-12-05,Hamburg,3.8,8.89,apple_pay,completed
R013860,U01764,2025-04-22,Frankfurt,17.9,28.53,card,completed
R029184,U01451,2024-05-25,Hamburg,20.7,31.39,paypal,completed
R010717,U01351,2025-05-01,Hamburg,23.9,39.02,card,completed
R003350,U01159,2025-07-06,Hamburg,26.4,35.99,card,completed
R021118,U01565,2025-04-11,Berlin,6.1,12.1,card,completed
R003342,U01299,2024-09-06,Cologne,22.7,31.65,cash,completed
R012539,U01459,2025-04-17,Berlin,6.4,10.58,cash,completed
R023979,U01109,2026-01-16,Munich,,3.04,cash,cancelled
R021313,U01736,2025-07-30,Berlin,5.3,11.72,cash,completed
R028148,U01439,2025-04-21,Munich,18.7,2.33,card,cancelled
R026842,U00136,2026-03-27,Hamburg,21.7,34.41,cash,completed
R018017,U01365,2025-12-25,Cologne,7.3,12.29,cash,completed
R017985,U01915,2026-03-15,Berlin,27.0,39.08,paypal,completed
R016923,U00004,2026-02-11,Frankfurt,9.0,15.59,apple_pay,completed
R022833,U00467,2025-04-29,Frankfurt,17.2,0.03,cash,cancelled
R029219,U01722,2025-07-11,Munich,20.4,29.78,card,completed
R000185,U01915,2025-11-24,Cologne,20.3,30.43,paypal,completed
R018115,U01651,2025-05-25,Hamburg,22.5,37.08,cash,completed
R023470,U00459,2025-01-05,Berlin,19.8,30.53,cash,completed
R004486,U01589,2025-11-07,Munich,16.7,24.18,paypal,completed
R007711,U00847,2025-06-30,Munich,26.8,37.76,cash,completed
R004642,U01785,2025-10-03,Cologne,27.4,36.9,cash,completed
R017627,U00595,2025-09-13,Frankfurt,26.2,43.61,cash,completed
R021686,U01430,2024-09-24,Frankfurt,6.8,2.69,card,cancelled
R013918,U01277,2025-11-09,Berlin,8.3,0.0,paypal,cancelled
R022598,U01954,2024-05-06,Hamburg,17.8,24.49,paypal,completed
R029814,U01195,2024-11-15,Hamburg,15.1,22.0,card,completed
R012033,U01786,2025-09-13,Cologne,1.6,5.84,card,completed
R013887,U00901,2025-04-04,Hamburg,18.7,28.2,cash,completed
R019050,U01569,2025-05-13,Berlin,3.9,8.98,card,completed
R000877,U01446,2025-12-12,Frankfurt,13.0,23.75,paypal,completed
R019372,U00178,2024-05-27,Hamburg,21.4,31.28,cash,completed
R017046,U01110,2024-09-21,Berlin,25.4,41.14,paypal,completed
R021666,U01065,2025-03-19,Munich,22.1,33.16,paypal,completed
R023500,U00535,2025-08-27,Munich,27.5,46.13,paypal,completed
R009581,U01181,2024-12-17,Munich,6.9,13.04,apple_pay,completed
R001872,U00423,2024-03-18,Berlin,3.3,8.69,paypal,completed
R003851,U00961,2025-12-03,Hamburg,18.1,26.62,cash,completed
R011519,U00761,2026-04-28,Hamburg,27.2,0.32,cash,cancelled
R008879,U01143,2025-12-09,Berlin,14.1,22.68,paypal,completed
R016152,U00467,2025-07-22,Cologne,5.6,11.17,card,completed
R014509,U01664,2026-04-17,Frankfurt,2.6,6.45,cash,completed
R025983,U01114,2025-06-14,Berlin,3.4,8.89,paypal,completed
R022940,U00491,2026-06-19,Munich,26.7,45.64,apple_pay,completed
R019147,U01454,2025-12-28,Berlin,23.5,34.92,paypal,completed
R007880,U01240,2025-06-20,Berlin,4.6,8.81,cash,completed
R018798,U01273,2025-03-10,Cologne,14.8,0.21,card,cancelled
R010542,U01639,2025-10-06,Berlin,18.0,28.87,paypal,completed
R020326,U01366,2025-01-12,Frankfurt,19.1,28.55,cash,completed
R010844,U01704,2024-06-24,Berlin,19.1,27.33,apple_pay,completed
R013492,U00050,2024-09-10,Hamburg,15.7,22.54,apple_pay,completed
R018763,U00465,2025-06-10,Frankfurt,23.8,39.54,apple_pay,completed
R018166,U00909,2025-06-22,Cologne,1.6,5.52,cash,completed
R027099,U01106,2025-11-04,Cologne,16.7,23.03,paypal,completed
R023598,U01649,2026-02-13,Berlin,25.6,36.25,paypal,completed
R006313,U00779,2025-08-27,Cologne,6.2,13.37,apple_pay,completed
R009931,U01743,2024-12-05,Berlin,21.2,27.76,cash,completed
R013479,U01729,2025-03-26,Munich,3.3,7.75,paypal,completed
R016090,U01109,2025-10-02,Hamburg,16.2,22.0,paypal,completed
R011610,U01188,2026-03-18,Cologne,16.8,0.67,cash,cancelled
R005678,U00911,2024-10-27,Berlin,25.1,32.9,apple_pay,completed
R004476,U01553,2024-11-20,Berlin,27.3,38.22,card,completed
R006749,U00333,2025-11-14,Berlin,7.8,15.44,apple_pay,completed
R025966,U01714,2026-03-15,Frankfurt,8.1,16.37,paypal,completed
R003725,U00145,2025-06-16,Munich,17.4,3.01,apple_pay,cancelled
R023900,U00808,2026-03-15,Cologne,28.0,36.65,card,completed
R028554,U00089,2025-10-20,Frankfurt,8.0,12.46,card,completed
R025634,U01431,2026-03-03,Frankfurt,5.5,11.08,card,completed
R010456,U00407,2024-10-09,Munich,14.1,1.39,paypal,cancelled
R026529,U00519,2026-03-03,Berlin,18.3,25.89,card,completed
R018631,U00099,2025-06-11,Munich,26.3,41.97,cash,completed
R001282,U01299,2024-03-17,Munich,11.4,21.09,cash,completed
R014517,U01021,2025-06-18,Frankfurt,4.9,0.68,paypal,cancelled
R022309,U00141,2026-02-02,Munich,13.7,23.31,apple_pay,completed
R024018,U00204,2026-02-17,Cologne,2.8,7.76,apple_pay,completed
R007184,U00703,2026-03-05,Munich,17.4,29.45,cash,completed
R021864,U00207,2025-08-06,Munich,10.2,16.95,card,completed
R025070,U00179,2025-05-30,Hamburg,18.8,30.62,card,completed
R001935,U00997,2025-07-04,Cologne,3.5,9.02,card,completed
R027151,U01706,2024-02-17,Berlin,14.7,23.12,cash,completed
R018827,U01474,2024-06-12,Hamburg,4.1,10.06,cash,completed
R028908,U01920,2025-12-20,Frankfurt,18.9,28.36,cash,completed
R020299,U00553,2024-09-20,Frankfurt,2.1,6.24,card,completed
R027002,U01945,2024-11-19,Frankfurt,7.8,14.36,paypal,completed
R019037,U00054,2025-02-16,Munich,9.6,18.49,cash,completed
R021662,U01663,2025-10-01,Hamburg,10.3,17.55,paypal,completed
R005013,U01810,2025-06-06,Frankfurt,24.8,39.63,apple_pay,completed
R007268,U00813,2025-03-29,Frankfurt,19.9,28.56,paypal,completed
R029311,U01610,2024-09-23,Cologne,12.4,19.28,paypal,completed
R029416,U01886,2025-03-14,Berlin,14.8,26.86,card,completed
R016006,U01991,2025-04-30,Cologne,13.6,25.01,paypal,completed
R028544,U01361,2025-04-21,Frankfurt,13.8,24.26,paypal,completed
R022729,U01079,2025-08-25,Berlin,12.2,19.19,card,completed
R019402,U01390,2025-06-21,Hamburg,26.9,35.42,cash,completed
R018378,U01193,2024-10-04,Cologne,15.2,23.4,apple_pay,completed
R018534,U00194,2026-02-15,Frankfurt,1.1,5.06,cash,completed
R001915,U00473,2024-12-11,Munich,21.7,28.78,card,completed
R016984,U01025,2025-03-16,Berlin,3.0,7.06,apple_pay,completed
R020809,U00048,2025-03-13,Cologne,11.6,20.37,cash,completed
R020273,U00426,2026-04-27,Frankfurt,17.3,30.32,card,completed
R019887,U00286,2025-12-19,Cologne,13.4,3.17,card,cancelled
R000929,U01740,2026-05-26,Berlin,1.2,2.84,cash,cancelled
R004440,U00313,2024-03-30,Berlin,20.1,31.47,apple_pay,completed
R017056,U00337,2026-01-11,Munich,18.7,30.69,paypal,completed
R011824,U01958,2026-04-14,Hamburg,17.5,25.91,card,completed
R012767,U00363,2025-11-10,Cologne,1.8,5.72,apple_pay,completed
R009124,U01353,2025-09-15,Cologne,3.4,8.35,paypal,completed
R003966,U01107,2025-09-26,Munich,24.2,38.5,cash,completed
R024896,U00247,2026-05-19,Berlin,11.7,18.04,paypal,completed
R002580,U00427,2026-01-05,Berlin,25.3,37.71,apple_pay,completed
R009798,U01305,2025-09-16,Hamburg,25.9,39.89,apple_pay,completed
R014286,U00958,2026-06-14,Berlin,6.2,11.39,apple_pay,completed
R023837,U00393,2025-11-14,Berlin,2.1,5.88,cash,completed
R020339,U00158,2026-05-04,Hamburg,3.7,8.17,card,completed
R012255,U01721,2024-07-30,Cologne,10.4,17.3,cash,completed
R014672,U00346,2026-04-01,Berlin,2.8,6.93,cash,completed
R006125,U00750,2024-05-28,Munich,21.1,2.56,cash,cancelled
R002560,U01874,2025-05-28,Cologne,15.2,26.88,apple_pay,completed
R017170,U00559,2026-02-27,Hamburg,3.3,10.8,apple_pay,cancelled
R019139,U01345,2026-06-19,Berlin,27.5,0.74,paypal,cancelled
R013794,U01171,2026-02-13,Hamburg,8.0,15.11,cash,completed
R022331,U01650,2026-03-04,Munich,4.0,9.33,card,completed
R007585,U01505,2024-09-22,Berlin,23.4,38.45,cash,completed
R024515,U01570,2025-11-15,Frankfurt,3.8,8.04,card,completed
R016133,U00474,2025-11-30,Hamburg,14.3,23.41,card,completed
R027475,U00087,2025-11-30,Frankfurt,5.4,11.13,card,completed
R018878,U01951,2025-09-07,Cologne,17.0,26.31,cash,completed
R023189,U00234,2026-01-29,Frankfurt,23.7,31.77,card,completed
R029649,U00832,2026-03-15,Hamburg,4.1,8.81,card,completed
R008432,U01697,2025-06-03,Berlin,12.0,21.79,apple_pay,completed
R011196,U00945,2024-12-30,Berlin,18.2,26.24,card,completed
R013866,U01927,2025-10-28,Frankfurt,7.6,15.5,apple_pay,completed
R018565,U01577,2024-05-04,Frankfurt,5.6,10.54,card,completed
R021469,U01056,2026-06-16,Berlin,12.2,19.06,paypal,completed
R009671,U01763,2024-12-30,Berlin,27.2,34.23,card,completed
R006511,U00464,2025-09-15,Cologne,1.0,4.76,apple_pay,completed
R024236,U00552,2024-04-02,Hamburg,17.7,27.22,apple_pay,completed
R020250,U01698,2025-03-13,Cologne,25.0,43.2,paypal,completed
R017883,U00893,2024-10-06,Munich,25.5,41.48,cash,completed
R026413,U00123,2026-02-03,Munich,17.5,24.03,apple_pay,completed
R005039,U00606,2024-09-23,Berlin,7.3,14.01,card,completed
R026000,U01008,2025-04-18,Munich,5.8,10.97,card,completed
R004819,U01274,2025-11-10,Berlin,4.9,10.17,cash,completed
R001718,U01649,2026-03-01,Cologne,25.6,33.9,paypal,completed
R011949,U00124,2026-02-27,Cologne,13.1,18.53,card,completed
R001189,U00050,2024-07-19,Frankfurt,18.0,27.6,apple_pay,completed
R020409,U00515,2026-01-30,Cologne,25.1,34.21,cash,completed
R010982,U00007,2025-10-31,Berlin,12.1,20.85,cash,completed
R006883,U00558,2024-07-22,Cologne,18.6,29.91,card,completed
R026644,U00793,2025-07-19,Hamburg,11.2,20.44,apple_pay,completed
R023410,U00545,2025-04-08,Munich,5.4,12.06,paypal,completed
R010939,U00806,2025-07-06,Hamburg,23.0,37.63,paypal,completed
R006007,U00492,2025-07-24,Munich,6.6,13.61,paypal,completed
R021364,U00165,2025-12-06,Hamburg,4.2,10.08,paypal,completed
R029163,U01232,2026-05-29,Frankfurt,11.7,17.98,card,completed
R001821,U01564,2025-12-13,Munich,19.1,26.09,cash,completed
R029178,U00260,2024-05-20,Cologne,20.1,30.74,apple_pay,completed
R021338,U01700,2025-12-25,Munich,3.9,9.34,apple_pay,completed
R018575,U00407,2024-07-26,Frankfurt,16.1,22.53,apple_pay,completed
R021687,U01440,2025-12-14,Munich,3.0,7.89,apple_pay,completed
R002033,U00266,2024-12-22,Frankfurt,26.8,34.12,cash,completed
R014405,U01853,2025-05-13,Munich,10.5,17.23,card,completed
R017625,U00094,2025-09-21,Cologne,21.7,30.57,card,completed
R018975,U00408,2025-05-03,Munich,9.0,15.57,apple_pay,completed
R006967,U00214,2025-04-26,Berlin,9.7,0.36,paypal,cancelled
R027992,U01806,2025-04-26,Munich,8.5,16.29,cash,completed
R024771,U00976,2024-12-20,Berlin,9.1,15.43,apple_pay,completed
R015621,U01459,2025-04-12,Frankfurt,3.9,8.76,paypal,completed
R028494,U00641,2026-04-23,Munich,17.4,23.64,apple_pay,completed
R004700,U00089,2025-09-09,Cologne,23.4,39.41,apple_pay,completed
R000901,U01920,2026-03-15,Frankfurt,20.4,34.96,card,completed
R007607,U00775,2025-12-12,Cologne,14.5,25.36,cash,completed
R022623,U01499,2025-12-24,Munich,1.7,5.48,card,completed
R024888,U00879,2024-06-14,Berlin,9.0,15.42,apple_pay,completed
R010155,U01200,2026-02-07,Frankfurt,5.5,10.43,apple_pay,completed
R012607,U00985,2025-10-26,Frankfurt,10.7,17.09,card,completed
R006998,U01666,2025-09-08,Berlin,9.8,16.92,apple_pay,completed
R010419,U01729,2026-06-05,Frankfurt,18.6,27.13,apple_pay,completed
R017875,U00758,2025-01-18,Hamburg,17.0,29.68,apple_pay,completed
R025557,U00449,2025-08-14,Berlin,11.6,0.71,paypal,cancelled
R028542,U00244,2025-11-07,Frankfurt,23.6,37.82,cash,completed
R021078,U00086,2024-09-01,Munich,4.8,10.91,paypal,completed
R028264,U01134,2026-06-15,Berlin,1.3,5.2,paypal,completed
R003684,U01208,2025-04-05,Frankfurt,20.8,33.44,cash,completed
R016761,U00131,2025-10-31,Frankfurt,6.0,11.93,card,completed
R001427,U01765,2024-12-01,Cologne,8.0,2.94,card,cancelled
R019287,U01492,2025-12-11,Munich,9.2,16.7,apple_pay,completed
R023414,U00218,2025-03-13,Hamburg,7.8,15.74,paypal,completed
R011965,U01128,2025-09-24,Berlin,,43.63,paypal,completed
R023814,U01829,2026-05-26,Hamburg,15.9,24.3,apple_pay,completed
R007732,U01285,2024-12-14,Frankfurt,17.3,29.31,card,completed
R012894,U01715,2024-05-10,Hamburg,15.4,25.96,cash,completed
R029670,U00336,2025-02-12,Cologne,21.1,36.03,apple_pay,completed
R018784,U01566,2025-03-11,Munich,2.9,7.56,cash,completed
R023989,U01378,2025-11-28,Cologne,22.2,36.93,cash,completed
R001424,U01170,2025-07-31,Hamburg,20.9,34.81,apple_pay,completed
R018429,U00348,2025-11-15,Cologne,11.2,18.46,apple_pay,completed
R024929,U01413,2025-03-01,Cologne,15.7,23.78,card,completed
R011656,U00330,2024-10-09,Berlin,17.3,23.04,cash,completed
R018399,U01872,2025-08-30,Berlin,11.8,19.76,paypal,completed
R024359,U00584,2026-01-05,Cologne,14.0,22.35,cash,completed
R027685,U01133,2026-02-11,Munich,7.0,14.28,cash,completed
R009619,U01336,2025-06-29,Munich,19.8,27.62,paypal,completed
R028212,U00632,2026-06-17,Berlin,19.5,33.75,paypal,completed
R023049,U01775,2024-08-22,Frankfurt,16.5,28.24,paypal,completed
R023687,U01142,2024-12-23,Hamburg,2.2,6.25,card,completed
R021000,U01152,2025-08-05,Frankfurt,22.0,33.41,apple_pay,completed
R011434,U01785,2025-02-17,Berlin,4.7,9.4,card,completed
R012440,U01339,2026-06-23,Berlin,13.8,1.64,paypal,cancelled
R020405,U00601,2024-07-08,Munich,1.3,5.55,cash,completed
R008818,U00636,2026-03-09,Cologne,21.3,29.72,paypal,completed
R029906,U00359,2025-10-27,Berlin,26.9,43.4,paypal,completed
R001964,U01230,2024-08-23,Hamburg,6.2,11.85,apple_pay,completed
R020097,U01604,2026-02-11,Munich,24.5,32.64,card,completed
R028241,U01923,2025-04-15,Cologne,14.2,25.59,cash,completed
R018457,U00802,2025-11-01,Frankfurt,5.1,9.78,cash,completed
R004964,U01745,2024-11-23,Munich,23.7,37.98,apple_pay,completed
R017159,U00833,2025-10-09,Frankfurt,2.8,6.85,paypal,completed
R004673,U00668,2025-05-25,Munich,17.6,23.68,paypal,completed
R020918,U00497,2024-09-28,Munich,26.1,42.0,paypal,completed
R026234,U00965,2024-08-11,Frankfurt,8.1,2.15,paypal,cancelled
R006684,U01311,2024-07-31,Hamburg,6.4,12.72,card,completed
R029675,U01926,2025-08-03,Hamburg,21.2,27.95,card,completed
R027458,U01016,2025-11-05,Berlin,20.5,28.96,paypal,completed
R012679,U00254,2026-03-15,Frankfurt,2.0,6.34,paypal,completed
R012214,U00067,2026-01-12,Cologne,7.6,3.06,paypal,cancelled
R028315,U00842,2025-11-10,Berlin,12.4,22.83,cash,completed
R003326,U00441,2025-09-24,Berlin,13.1,18.12,card,completed
R003830,U01301,2025-03-10,Hamburg,4.5,8.66,cash,completed
R003825,U01514,2024-10-23,Cologne,25.1,43.23,paypal,completed
R000744,U00184,2025-11-20,Frankfurt,24.7,41.88,paypal,completed
R022504,U01305,2025-10-06,Munich,14.7,25.19,paypal,completed
R029053,U00021,2025-11-03,Cologne,23.8,34.67,card,completed
R011046,U00772,2025-10-31,Hamburg,5.3,11.15,paypal,completed
R007374,U00671,2025-11-20,Hamburg,1.7,5.41,apple_pay,completed
R027555,U01531,2026-02-01,Munich,10.1,19.52,cash,completed
R019516,U00327,2026-04-08,Berlin,12.5,23.44,paypal,completed
R000438,U01219,2025-05-27,Berlin,2.3,6.44,apple_pay,completed
R008455,U00995,2025-12-29,Hamburg,11.6,18.83,paypal,completed
R018255,U01493,2025-11-28,Cologne,7.8,13.28,cash,completed
R005476,U01380,2025-10-29,Cologne,13.1,20.2,paypal,completed
R005622,U00728,2025-12-20,Hamburg,19.9,32.99,apple_pay,completed
R015936,U01739,2025-11-30,Frankfurt,26.7,33.85,card,completed
R025192,U00656,2025-03-10,Cologne,26.3,35.16,paypal,completed
R014617,U00399,2025-07-29,Cologne,18.9,30.36,apple_pay,completed
R015860,U01226,2025-04-15,Cologne,26.7,39.4,cash,completed
R027435,U00510,2025-05-01,Cologne,,15.95,cash,completed
R023568,U00691,2025-02-23,Hamburg,13.1,20.09,paypal,completed
R002590,U01954,2025-01-28,Cologne,23.4,33.43,apple_pay,completed
R024414,U00188,2025-11-30,Munich,12.3,17.56,cash,completed
R003919,U01980,2026-04-17,Berlin,4.0,8.35,apple_pay,completed
R022949,U01734,2025-08-04,Munich,11.6,16.66,apple_pay,completed
R018047,U00038,2026-01-08,Munich,21.3,35.11,cash,completed
R003460,U01828,2025-08-09,Frankfurt,26.1,40.53,apple_pay,completed
R004362,U00388,2026-01-15,Hamburg,24.4,33.99,paypal,completed
R011876,U00223,2025-10-26,Hamburg,1.7,5.45,card,completed
R009880,U00758,2024-07-17,Cologne,8.8,13.59,apple_pay,completed
R017688,U00748,2026-02-04,Munich,4.9,8.99,apple_pay,completed
R018263,U00364,2025-08-20,Berlin,7.7,15.49,paypal,completed
R019115,U01374,2025-10-29,Munich,2.9,7.77,card,completed
R017329,U01452,2025-03-08,Munich,2.8,7.14,card,completed
R026959,U00259,2025-05-10,Munich,24.8,39.73,cash,completed
R026059,U01950,2025-05-14,Cologne,13.3,21.97,cash,completed
R007670,U00965,2025-04-10,Hamburg,3.6,9.03,paypal,completed
R001171,U00578,2025-01-03,Hamburg,,20.79,cash,completed
R025677,U01759,2024-07-10,Hamburg,22.1,32.3,cash,completed
R018742,U01982,2024-10-28,Berlin,13.8,19.79,cash,completed
R006019,U00852,2026-03-05,Cologne,3.6,8.05,cash,completed
R030256,U09832,2025-03-11,Hamburg,8.1,14.03,card,completed
R002800,U01353,2026-01-05,Hamburg,8.2,13.44,paypal,completed
R010150,U01525,2025-02-27,Frankfurt,27.0,39.45,paypal,completed
R002704,U00696,2025-07-15,Cologne,26.1,40.78,cash,completed
